Mon Apr 21 00:06:49 2025,Disgust
Mon Apr 21 00:06:51 2025,Sad
Mon Apr 21 00:06:54 2025,Disgust
Mon Apr 21 00:06:55 2025,Sad
Mon Apr 21 00:06:56 2025,Disgust
Mon Apr 21 00:07:09 2025,Neutral
